intent,question,answer
type_discussion_room,do you have a discussion room with a pc,"There are three types of discussion rooms: a normal discussion room, a discussion room with a PC, and a presentation room with LCD projection and a whiteboard."
type_discussion_room,what's the difference between the discussion rooms,"There are three types of discussion rooms: a normal discussion room, a discussion room with a PC, and a presentation room with LCD projection and a whiteboard."
type_discussion_room,is there a presentation room available,"There are three types of discussion rooms: a normal discussion room, a discussion room with a PC, and a presentation room with LCD projection and a whiteboard."
type_discussion_room,what equipment is available in the discussion rooms,"There are three types of discussion rooms: a normal discussion room, a discussion room with a PC, and a presentation room with LCD projection and a whiteboard."
discussion_pax,how many people can book a discussion room,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,what's the pax range for a discussion room,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,how many people are needed to book a discussion room,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,what's the group size for discussion room booking,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,minimum and maximum pax for a discussion room,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,how many students can use a discussion room,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,what's the capacity for a discussion room booking,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,how many people allowed in a discussion room,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,what's the pax requirement for discussion rooms,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,how big can a discussion room group be,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,how many people fit in a discussion room booking,A discussion room can be booked for a group of 2 to 10 people.
discussion_pax,what's the group number required for discussion room,A discussion room can be booked for a group of 2 to 10 people.
discussion_min_pax,what's the minimum pax to book a discussion room,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,how many people minimum needed to book a room,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,minimum number of people required for room booking,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,can i book a discussion room alone,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,what's the smallest group size allowed to book,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,minimum group size for discussion room,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,how many people at least to reserve a room,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,is there a minimum number of people to book,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,least amount of people needed to book a room,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,min pax required for discussion room,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,smallest group allowed for room booking,A minimum of 2 people is required to book a discussion room.
discussion_min_pax,how many students minimum to book a discussion room,A minimum of 2 people is required to book a discussion room.
discussion_max_pax,what's the maximum pax for a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,how many people maximum can use a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,max group size for discussion room booking,A maximum of 10 people can book a discussion room.
discussion_max_pax,largest number of people allowed in a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,how many people can fit in a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,maximum capacity for discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,biggest group size allowed to book a room,A maximum of 10 people can book a discussion room.
discussion_max_pax,how many students max per discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,upper limit of people for a discussion room,A maximum of 10 people can book a discussion room.
discussion_max_pax,max number of people permitted in a room,A maximum of 10 people can book a discussion room.
discussion_max_pax,how many people can join a discussion room booking,A maximum of 10 people can book a discussion room.
discussion_max_pax,capacity limit for discussion rooms,A maximum of 10 people can book a discussion room.
discussion_book_hour,how many hours can i book a discussion room for,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
discussion_book_hour,what's the minimum booking duration for a room,You can book a discussion room for a minimum of  30 minutes and a maximum of 3 hours per booking.
